,index,Event,Recruit,Walk On,Tryout,College,Team,Recruit numeric,Walk On numeric,Tryout numeric
4263,7,100m,11.95,12.13,12.53,University of Wisconsin-Madison,womens,11.95,12.13,12.53
4264,8,100m H,14.10,14.34,14.62,University of Wisconsin-Madison,womens,14.1,14.34,14.62
4265,9,Discus,159' 7,141' 9,131' 7,University of Wisconsin-Madison,womens,1915.0,1701.0,1579.0
4266,10,High Jump,5' 5,5' 3,5' 0,University of Wisconsin-Madison,womens,65.0,63.0,60.0
4267,11,Javelin,153' 5,136' 2,126' 4,University of Wisconsin-Madison,womens,1841.0,1634.0,1516.0
4268,12,Long Jump,18' 8,17' 6,16' 8,University of Wisconsin-Madison,womens,224.0,210.0,200.0
4269,13,Pole Vault,12' 7,12' 0,11' 6,University of Wisconsin-Madison,womens,151.0,144.0,138.0
4270,14,Shot Put,48' 9,44' 9,39' 11,University of Wisconsin-Madison,womens,585.0,537.0,479.0
4271,15,Triple Jump,40' 8,37' 5,35' 4,University of Wisconsin-Madison,womens,488.0,449.0,424.0
4272,0,5K XC,15:48,16:24,17:14,Vanderbilt University,mens,948.0,984.0,1034.0
4273,1,3200m,9:34,9:52,10:11,Vanderbilt University,mens,574.0,592.0,611.0
4274,2,1600m,4:27,4:34,4:40,Vanderbilt University,mens,267.0,274.0,280.0
4275,0,5K XC,17:35,18:12,19:03,Vanderbilt University,womens,1055.0,1092.0,1143.0
4276,1,3200m,10:45,10:55,11:09,Vanderbilt University,womens,645.0,655.0,669.0
4277,2,1600m,4:56,5:02,5:09,Vanderbilt University,womens,296.0,302.0,309.0
4278,3,800m,2:11,2:16,2:22,Vanderbilt University,womens,131.0,136.0,142.0
4279,4,400m,54.66,56.57,58.50,Vanderbilt University,womens,54.66,56.57,58.5
4280,5,300m H,42.52,44.66,45.86,Vanderbilt University,womens,42.52,44.66,45.86
4281,6,200m,24.32,25.23,26.98,Vanderbilt University,womens,24.32,25.23,26.98
4282,7,100m,11.90,12.09,12.29,Vanderbilt University,womens,11.9,12.09,12.29
4283,8,100m H,14.13,14.63,14.91,Vanderbilt University,womens,14.13,14.63,14.91
4284,9,High Jump,5' 8,5' 6,5' 1,Vanderbilt University,womens,68.0,66.0,61.0
4285,10,Long Jump,18' 6,17' 6,16' 5,Vanderbilt University,womens,222.0,210.0,197.0
4286,11,Pole Vault,13' 3,12' 2,11' 2,Vanderbilt University,womens,159.0,146.0,134.0
4287,12,Shot Put,43' 6,39' 10,38' 5,Vanderbilt University,womens,522.0,478.0,461.0
4288,0,5K XC,16:40,17:33,18:46,Vassar College,mens,1000.0,1053.0,1126.0
4289,1,3200m,10:06,10:28,10:50,Vassar College,mens,606.0,628.0,650.0
4290,2,1600m,4:37,4:48,4:59,Vassar College,mens,277.0,288.0,299.0
4291,3,800m,2:01,2:04,2:12,Vassar College,mens,121.0,124.0,132.0
4292,4,400m,52.14,53.49,55.26,Vassar College,mens,52.14,53.49,55.26
4293,5,300m H,41.79,42.86,44.03,Vassar College,mens,41.79,42.86,44.03
4294,6,200m,23.20,25.01,26.64,Vassar College,mens,23.2,25.01,26.64
4295,7,110m H,15.58,16.40,16.95,Vassar College,mens,15.58,16.4,16.95
4296,8,100m,11.34,11.89,12.31,Vassar College,mens,11.34,11.89,12.31
4297,0,5K XC,19:32,20:55,23:07,Vassar College,womens,1172.0,1255.0,1387.0
4298,1,3200m,11:54,12:10,12:23,Vassar College,womens,714.0,730.0,743.0
4299,2,1600m,5:32,5:43,5:53,Vassar College,womens,332.0,343.0,353.0
4300,3,800m,2:30,2:35,2:40,Vassar College,womens,150.0,155.0,160.0
4301,4,400m,1:02,1:04,1:07,Vassar College,womens,62.0,64.0,67.0
4302,5,300m H,48.97,49.89,51.64,Vassar College,womens,48.97,49.89,51.64
4303,6,200m,27.16,27.42,27.62,Vassar College,womens,27.16,27.42,27.62
4304,7,100m,12.74,13.18,13.57,Vassar College,womens,12.74,13.18,13.57
4305,8,100m H,16.59,17.35,17.85,Vassar College,womens,16.59,17.35,17.85
4306,9,Long Jump,16' 9,16' 7,16' 4,Vassar College,womens,201.0,199.0,196.0
4307,0,5K XC,15:14,15:48,16:41,Villanova University,mens,914.0,948.0,1001.0
4308,1,3200m,9:04,9:22,9:36,Villanova University,mens,544.0,562.0,576.0
4309,2,1600m,4:15,4:20,4:26,Villanova University,mens,255.0,260.0,266.0
4310,3,800m,1:52,1:56,1:59,Villanova University,mens,112.0,116.0,119.0
4311,4,400m,48.46,49.85,52.10,Villanova University,mens,48.46,49.85,52.1
4312,5,300m H,39.53,40.79,41.56,Villanova University,mens,39.53,40.79,41.56
4313,6,200m,21.66,22.43,22.99,Villanova University,mens,21.66,22.43,22.99
4314,7,110m H,15.68,16.42,17.06,Villanova University,mens,15.68,16.42,17.06
4315,8,100m,10.75,11.04,11.35,Villanova University,mens,10.75,11.04,11.35
4316,9,High Jump,6' 6,6' 5,5' 10,Villanova University,mens,78.0,77.0,70.0
4317,10,Javelin,171' 8,164' 7,150' 3,Villanova University,mens,2060.0,1975.0,1803.0
4318,11,Long Jump,22' 1,21' 8,20' 4,Villanova University,mens,265.0,260.0,244.0
4319,12,Pole Vault,14' 0,13' 7,13' 0,Villanova University,mens,168.0,163.0,156.0
4320,13,Shot Put,53' 11,50' 3,45' 9,Villanova University,mens,647.0,603.0,549.0
4321,0,5K XC,17:40,18:25,19:24,Villanova University,womens,1060.0,1105.0,1164.0
4322,1,3200m,10:34,10:54,11:19,Villanova University,womens,634.0,654.0,679.0
4323,2,1600m,4:48,4:58,5:08,Villanova University,womens,288.0,298.0,308.0
4324,3,800m,2:09,2:14,2:22,Villanova University,womens,129.0,134.0,142.0
4325,4,400m,54.88,57.81,1:01,Villanova University,womens,54.88,57.81,61.0
4326,5,300m H,43.05,44.14,45.92,Villanova University,womens,43.05,44.14,45.92
4327,6,200m,24.74,25.71,26.24,Villanova University,womens,24.74,25.71,26.24
4328,7,100m,12.08,12.47,12.85,Villanova University,womens,12.08,12.47,12.85
4329,8,100m H,13.85,14.13,14.30,Villanova University,womens,13.85,14.13,14.3
4330,9,Discus,124' 10,121' 8,115' 3,Villanova University,womens,1498.0,1460.0,1383.0
4331,10,Javelin,117' 2,109' 7,102' 5,Villanova University,womens,1406.0,1315.0,1229.0
4332,11,Long Jump,18' 2,17' 4,16' 8,Villanova University,womens,218.0,208.0,200.0
4333,12,Pole Vault,12' 6,12' 0,11' 5,Villanova University,womens,150.0,144.0,137.0
4334,13,Triple Jump,36' 2,35' 3,34' 1,Villanova University,womens,434.0,423.0,409.0
4335,0,5K XC,15:40,16:18,17:20,Virginia Polytechnic Institute and State University,mens,940.0,978.0,1040.0
4336,1,3200m,9:11,9:26,9:41,Virginia Polytechnic Institute and State University,mens,551.0,566.0,581.0
4337,2,1600m,4:14,4:20,4:30,Virginia Polytechnic Institute and State University,mens,254.0,260.0,270.0
4338,3,800m,1:53,1:56,1:59,Virginia Polytechnic Institute and State University,mens,113.0,116.0,119.0
4339,4,400m,48.45,49.86,52.00,Virginia Polytechnic Institute and State University,mens,48.45,49.86,52.0
4340,5,300m H,38.46,40.06,41.39,Virginia Polytechnic Institute and State University,mens,38.46,40.06,41.39
4341,6,200m,21.10,21.85,23.07,Virginia Polytechnic Institute and State University,mens,21.1,21.85,23.07
4342,7,110m H,14.08,14.34,14.59,Virginia Polytechnic Institute and State University,mens,14.08,14.34,14.59
4343,8,100m,10.43,10.92,11.88,Virginia Polytechnic Institute and State University,mens,10.43,10.92,11.88
4344,9,Discus,195' 6,180' 11,159' 0,Virginia Polytechnic Institute and State University,mens,2346.0,2171.0,1908.0
4345,10,High Jump,6' 5,6' 4,6' 0,Virginia Polytechnic Institute and State University,mens,77.0,76.0,72.0
4346,11,Long Jump,23' 8,22' 0,20' 11,Virginia Polytechnic Institute and State University,mens,284.0,264.0,251.0
4347,12,Pole Vault,16' 5,15' 8,14' 4,Virginia Polytechnic Institute and State University,mens,197.0,188.0,172.0
4348,13,Shot Put,67' 6,62' 9,55' 6,Virginia Polytechnic Institute and State University,mens,810.0,753.0,666.0
4349,14,Triple Jump,48' 0,45' 2,42' 4,Virginia Polytechnic Institute and State University,mens,576.0,542.0,508.0
4350,0,5K XC,18:14,19:13,20:50,Virginia Polytechnic Institute and State University,womens,1094.0,1153.0,1250.0
4351,1,3200m,10:49,11:02,11:15,Virginia Polytechnic Institute and State University,womens,649.0,662.0,675.0
4352,2,1600m,4:58,5:08,5:15,Virginia Polytechnic Institute and State University,womens,298.0,308.0,315.0
4353,3,800m,2:09,2:15,2:20,Virginia Polytechnic Institute and State University,womens,129.0,135.0,140.0
4354,4,400m,56.04,57.84,59.82,Virginia Polytechnic Institute and State University,womens,56.04,57.84,59.82
4355,5,300m H,42.44,44.34,46.03,Virginia Polytechnic Institute and State University,womens,42.44,44.34,46.03
4356,6,200m,24.33,25.36,26.39,Virginia Polytechnic Institute and State University,womens,24.33,25.36,26.39
4357,7,100m,11.85,12.35,12.80,Virginia Polytechnic Institute and State University,womens,11.85,12.35,12.8
4358,8,100m H,14.29,15.14,15.75,Virginia Polytechnic Institute and State University,womens,14.29,15.14,15.75
4359,9,Discus,141' 0,127' 5,122' 10,Virginia Polytechnic Institute and State University,womens,1692.0,1529.0,1474.0
4360,10,High Jump,5' 7,5' 3,5' 2,Virginia Polytechnic Institute and State University,womens,67.0,63.0,62.0
4361,11,Long Jump,17' 11,16' 11,16' 4,Virginia Polytechnic Institute and State University,womens,215.0,203.0,196.0
4362,12,Pole Vault,13' 7,12' 8,11' 6,Virginia Polytechnic Institute and State University,womens,163.0,152.0,138.0
4363,13,Shot Put,42' 7,40' 1,39' 0,Virginia Polytechnic Institute and State University,womens,511.0,481.0,468.0
4364,14,Triple Jump,38' 2,35' 7,34' 8,Virginia Polytechnic Institute and State University,womens,458.0,427.0,416.0
4365,0,5K XC,14:58,15:32,16:38,Wake Forest University,mens,898.0,932.0,998.0
4366,1,3200m,9:07,9:24,9:45,Wake Forest University,mens,547.0,564.0,585.0
4367,2,1600m,4:15,4:21,4:33,Wake Forest University,mens,255.0,261.0,273.0
4368,3,800m,1:54,1:59,2:02,Wake Forest University,mens,114.0,119.0,122.0
4369,4,400m,50.91,55.45,57.57,Wake Forest University,mens,50.91,55.45,57.57
4370,5,300m H,39.12,40.28,41.27,Wake Forest University,mens,39.12,40.28,41.27
4371,6,200m,21.75,22.33,22.66,Wake Forest University,mens,21.75,22.33,22.66
4372,7,110m H,14.57,14.96,15.32,Wake Forest University,mens,14.57,14.96,15.32
4373,8,100m,10.70,11.45,11.97,Wake Forest University,mens,10.7,11.45,11.97
4374,9,Discus,185' 6,169' 1,154' 3,Wake Forest University,mens,2226.0,2029.0,1851.0
4375,10,Shot Put,60' 0,57' 0,52' 3,Wake Forest University,mens,720.0,684.0,627.0
4376,0,5K XC,17:41,18:17,19:09,Wake Forest University,womens,1061.0,1097.0,1149.0
4377,1,3200m,10:43,10:56,11:23,Wake Forest University,womens,643.0,656.0,683.0
4378,2,1600m,4:57,5:02,5:09,Wake Forest University,womens,297.0,302.0,309.0
4379,3,800m,2:13,2:17,2:19,Wake Forest University,womens,133.0,137.0,139.0
4380,4,400m,58.00,59.76,1:02,Wake Forest University,womens,58.0,59.76,62.0
4381,5,300m H,44.12,45.59,46.89,Wake Forest University,womens,44.12,45.59,46.89
4382,6,200m,25.56,25.90,26.51,Wake Forest University,womens,25.56,25.9,26.51
4383,7,100m,12.48,12.65,12.84,Wake Forest University,womens,12.48,12.65,12.84
4384,8,100m H,14.54,14.69,15.13,Wake Forest University,womens,14.54,14.69,15.13
4385,9,Discus,150' 9,146' 7,134' 11,Wake Forest University,womens,1809.0,1759.0,1619.0
4386,10,High Jump,5' 6,5' 4,5' 3,Wake Forest University,womens,66.0,64.0,63.0
4387,11,Long Jump,19' 1,18' 4,17' 5,Wake Forest University,womens,229.0,220.0,209.0
4388,12,Pole Vault,12' 7,12' 3,11' 8,Wake Forest University,womens,151.0,147.0,140.0
4389,13,Shot Put,47' 5,43' 2,37' 3,Wake Forest University,womens,569.0,518.0,447.0
4390,14,Triple Jump,38' 4,38' 2,37' 6,Wake Forest University,womens,460.0,458.0,450.0
4391,0,5K XC,16:20,16:54,17:41,Washington and Lee University,mens,980.0,1014.0,1061.0
4392,1,3200m,9:52,10:05,10:18,Washington and Lee University,mens,592.0,605.0,618.0
4393,2,1600m,4:33,4:39,4:45,Washington and Lee University,mens,273.0,279.0,285.0
4394,3,800m,1:59,2:01,2:03,Washington and Lee University,mens,119.0,121.0,123.0
4395,4,400m,50.47,51.68,53.69,Washington and Lee University,mens,50.47,51.68,53.69
4396,5,300m H,41.08,42.21,43.00,Washington and Lee University,mens,41.08,42.21,43.0
4397,6,200m,22.90,23.49,24.40,Washington and Lee University,mens,22.9,23.49,24.4
4398,7,110m H,15.15,15.86,16.47,Washington and Lee University,mens,15.15,15.86,16.47
4399,8,100m,11.18,11.56,12.01,Washington and Lee University,mens,11.18,11.56,12.01
4400,9,Discus,146' 6,143' 3,140' 1,Washington and Lee University,mens,1758.0,1719.0,1681.0
4401,10,High Jump,6' 3,6' 1,6' 0,Washington and Lee University,mens,75.0,73.0,72.0
4402,11,Long Jump,20' 11,20' 8,20' 3,Washington and Lee University,mens,251.0,248.0,243.0
4403,12,Pole Vault,14' 9,13' 6,12' 0,Washington and Lee University,mens,177.0,162.0,144.0
4404,13,Shot Put,51' 7,47' 11,47' 3,Washington and Lee University,mens,619.0,575.0,567.0
4405,0,5K XC,19:24,20:09,21:09,Washington and Lee University,womens,1164.0,1209.0,1269.0
4406,1,3200m,11:57,12:18,12:37,Washington and Lee University,womens,717.0,738.0,757.0
4407,2,1600m,5:26,5:38,5:54,Washington and Lee University,womens,326.0,338.0,354.0
4408,3,800m,2:20,2:24,2:26,Washington and Lee University,womens,140.0,144.0,146.0
4409,4,400m,1:02,1:04,1:06,Washington and Lee University,womens,62.0,64.0,66.0
4410,5,300m H,48.78,49.58,50.12,Washington and Lee University,womens,48.78,49.58,50.12
4411,6,200m,26.36,27.12,28.04,Washington and Lee University,womens,26.36,27.12,28.04
4412,7,100m,12.78,13.08,13.26,Washington and Lee University,womens,12.78,13.08,13.26
4413,8,100m H,15.96,16.66,17.65,Washington and Lee University,womens,15.96,16.66,17.65
4414,9,High Jump,5' 5,5' 1,4' 10,Washington and Lee University,womens,65.0,61.0,58.0
4415,10,Long Jump,17' 0,16' 2,15' 4,Washington and Lee University,womens,204.0,194.0,184.0
4416,11,Shot Put,33' 10,33' 2,31' 8,Washington and Lee University,womens,406.0,398.0,380.0
4417,12,Triple Jump,36' 6,34' 8,33' 11,Washington and Lee University,womens,438.0,416.0,407.0
4418,0,5K XC,15:41,16:16,17:00,Washington University in St Louis,mens,941.0,976.0,1020.0
4419,1,3200m,9:32,9:43,9:54,Washington University in St Louis,mens,572.0,583.0,594.0
4420,2,1600m,4:22,4:31,4:43,Washington University in St Louis,mens,262.0,271.0,283.0
4421,3,800m,1:58,2:00,2:02,Washington University in St Louis,mens,118.0,120.0,122.0
4422,4,400m,50.56,51.85,53.67,Washington University in St Louis,mens,50.56,51.85,53.67
4423,5,300m H,40.44,41.36,42.36,Washington University in St Louis,mens,40.44,41.36,42.36
4424,6,200m,23.01,24.10,24.94,Washington University in St Louis,mens,23.01,24.1,24.94
4425,7,110m H,15.30,16.03,16.62,Washington University in St Louis,mens,15.3,16.03,16.62
4426,8,100m,11.21,11.82,12.36,Washington University in St Louis,mens,11.21,11.82,12.36
4427,9,High Jump,6' 3,6' 2,6' 0,Washington University in St Louis,mens,75.0,74.0,72.0
4428,10,Long Jump,21' 6,20' 8,20' 4,Washington University in St Louis,mens,258.0,248.0,244.0
4429,11,Pole Vault,13' 9,13' 2,12' 6,Washington University in St Louis,mens,165.0,158.0,150.0
4430,12,Shot Put,48' 8,48' 5,47' 0,Washington University in St Louis,mens,584.0,581.0,564.0
4431,13,Triple Jump,44' 6,43' 8,42' 8,Washington University in St Louis,mens,534.0,524.0,512.0
4432,0,5K XC,18:20,19:13,20:22,Washington University in St Louis,womens,1100.0,1153.0,1222.0
4433,1,3200m,11:00,11:22,11:41,Washington University in St Louis,womens,660.0,682.0,701.0
4434,2,1600m,5:08,5:21,5:33,Washington University in St Louis,womens,308.0,321.0,333.0
4435,3,800m,2:16,2:19,2:22,Washington University in St Louis,womens,136.0,139.0,142.0
4436,4,400m,59.71,1:02,1:04,Washington University in St Louis,womens,59.71,62.0,64.0
4437,5,300m H,44.34,46.90,48.00,Washington University in St Louis,womens,44.34,46.9,48.0
4438,6,200m,26.42,27.75,28.93,Washington University in St Louis,womens,26.42,27.75,28.93
4439,7,100m,12.67,13.22,13.79,Washington University in St Louis,womens,12.67,13.22,13.79
4440,8,100m H,15.32,16.85,17.98,Washington University in St Louis,womens,15.32,16.85,17.98
4441,9,Discus,109' 4,103' 7,90' 6,Washington University in St Louis,womens,1312.0,1243.0,1086.0
4442,10,High Jump,5' 3,5' 1,5' 0,Washington University in St Louis,womens,63.0,61.0,60.0
4443,11,Long Jump,18' 1,16' 10,15' 1,Washington University in St Louis,womens,217.0,202.0,181.0
4444,12,Pole Vault,12' 1,10' 9,9' 5,Washington University in St Louis,womens,145.0,129.0,113.0
4445,13,Triple Jump,39' 0,36' 7,34' 7,Washington University in St Louis,womens,468.0,439.0,415.0
4446,0,5K XC,20:07,21:16,22:55,Wellesley College,womens,1207.0,1276.0,1375.0
4447,1,3200m,11:45,12:22,12:44,Wellesley College,womens,705.0,742.0,764.0
4448,2,1600m,5:24,5:38,5:47,Wellesley College,womens,324.0,338.0,347.0
4449,3,800m,2:26,2:33,2:39,Wellesley College,womens,146.0,153.0,159.0
4450,4,400m,1:01,1:04,1:07,Wellesley College,womens,61.0,64.0,67.0
4451,5,300m H,47.50,49.54,50.46,Wellesley College,womens,47.5,49.54,50.46
4452,6,200m,26.22,28.05,29.36,Wellesley College,womens,26.22,28.05,29.36
4453,7,100m,13.21,13.69,14.13,Wellesley College,womens,13.21,13.69,14.13
4454,8,100m H,16.00,16.67,17.18,Wellesley College,womens,16.0,16.67,17.18
4455,0,5K XC,16:37,17:14,18:01,Wesleyan University,mens,997.0,1034.0,1081.0
4456,1,3200m,10:01,10:21,10:43,Wesleyan University,mens,601.0,621.0,643.0
4457,2,1600m,4:36,4:45,4:54,Wesleyan University,mens,276.0,285.0,294.0
4458,3,800m,2:01,2:04,2:08,Wesleyan University,mens,121.0,124.0,128.0
4459,4,400m,51.84,52.23,52.80,Wesleyan University,mens,51.84,52.23,52.8
4460,5,300m H,40.69,41.73,43.26,Wesleyan University,mens,40.69,41.73,43.26
4461,6,200m,23.34,24.11,24.93,Wesleyan University,mens,23.34,24.11,24.93
4462,7,110m H,15.28,15.99,16.70,Wesleyan University,mens,15.28,15.99,16.7
4463,8,100m,11.51,11.71,11.79,Wesleyan University,mens,11.51,11.71,11.79
4464,0,5K XC,19:48,20:37,21:45,Wesleyan University,womens,1188.0,1237.0,1305.0
4465,1,3200m,12:01,12:26,12:53,Wesleyan University,womens,721.0,746.0,773.0
4466,2,1600m,5:25,5:35,5:44,Wesleyan University,womens,325.0,335.0,344.0
4467,3,800m,2:20,2:27,2:39,Wesleyan University,womens,140.0,147.0,159.0
4468,4,400m,1:00,1:04,1:07,Wesleyan University,womens,60.0,64.0,67.0
4469,5,300m H,47.73,49.00,51.26,Wesleyan University,womens,47.73,49.0,51.26
4470,6,200m,26.44,27.59,28.29,Wesleyan University,womens,26.44,27.59,28.29
4471,7,100m,12.48,12.66,12.86,Wesleyan University,womens,12.48,12.66,12.86
4472,8,100m H,15.88,16.67,17.17,Wesleyan University,womens,15.88,16.67,17.17
4473,9,High Jump,5' 0,5' 0,5' 0,Wesleyan University,womens,60.0,60.0,60.0
4474,10,Javelin,101' 1,95' 8,89' 3,Wesleyan University,womens,1213.0,1148.0,1071.0
4475,11,Long Jump,17' 1,16' 9,16' 4,Wesleyan University,womens,205.0,201.0,196.0
4476,12,Shot Put,36' 11,36' 6,36' 3,Wesleyan University,womens,443.0,438.0,435.0
4477,13,Triple Jump,38' 0,37' 2,34' 10,Wesleyan University,womens,456.0,446.0,418.0
4478,0,5K XC,15:39,16:05,16:36,William & Mary,mens,939.0,965.0,996.0
4479,1,3200m,9:17,9:25,9:36,William & Mary,mens,557.0,565.0,576.0
4480,2,1600m,4:18,4:23,4:31,William & Mary,mens,258.0,263.0,271.0
4481,3,800m,1:55,1:59,2:06,William & Mary,mens,115.0,119.0,126.0
4482,4,400m,49.57,51.20,52.12,William & Mary,mens,49.57,51.2,52.12
4483,5,300m H,39.51,40.54,40.83,William & Mary,mens,39.51,40.54,40.83
4484,6,200m,22.39,23.62,24.21,William & Mary,mens,22.39,23.62,24.21
4485,7,110m H,14.46,14.99,15.59,William & Mary,mens,14.46,14.99,15.59
4486,8,100m,11.29,11.98,12.34,William & Mary,mens,11.29,11.98,12.34
4487,9,Discus,167' 10,158' 5,142' 2,William & Mary,mens,2014.0,1901.0,1706.0
4488,10,High Jump,6' 4,6' 3,6' 0,William & Mary,mens,76.0,75.0,72.0
4489,11,Javelin,193' 5,171' 8,165' 6,William & Mary,mens,2321.0,2060.0,1986.0
4490,12,Long Jump,22' 0,21' 3,20' 6,William & Mary,mens,264.0,255.0,246.0
4491,13,Pole Vault,14' 5,14' 2,13' 6,William & Mary,mens,173.0,170.0,162.0
4492,14,Shot Put,55' 10,53' 4,49' 8,William & Mary,mens,670.0,640.0,596.0
4493,15,Triple Jump,45' 3,44' 3,42' 7,William & Mary,mens,543.0,531.0,511.0
4494,0,5K XC,18:32,19:19,20:33,William & Mary,womens,1112.0,1159.0,1233.0
4495,1,3200m,10:45,11:08,11:29,William & Mary,womens,645.0,668.0,689.0
4496,2,1600m,5:01,5:08,5:14,William & Mary,womens,301.0,308.0,314.0
4497,3,800m,2:16,2:19,2:23,William & Mary,womens,136.0,139.0,143.0
4498,4,400m,55.77,57.84,1:00,William & Mary,womens,55.77,57.84,60.0
4499,5,300m H,44.92,46.45,47.14,William & Mary,womens,44.92,46.45,47.14
4500,6,200m,24.81,25.72,27.35,William & Mary,womens,24.81,25.72,27.35
4501,7,100m,12.04,12.34,12.71,William & Mary,womens,12.04,12.34,12.71
